Citizen_ID,Area_Sector,Issue_Type,Complaint_Text,Severity_Level,Reported_Time,Resolution_Time_Hours,Assigned_Department,Satisfaction_Rating,Followup_Required,Latitude,Longitude,AI_Priority_Score
C1359,D2,Pollutn,Score step or deal report local deep class nearly north yard.,Critcal,27-03-2025 09:05,999,Elect Dept,5,No,19.026101,72.83667,0.86
C1360,B2,Trafic,Consumer radio exactly prevent kid east discussion institution manager represent my seven start successful.,,24-01-2025 14:07,1,,1,No,19.01374,72.913343,0.07
C1361,D1,Watr,Discover part game thank measure artist either source sort pull kind contain report perform president.,Med,08-03-2025 12:15,70,Watr Dept,2,No,19.279411,73.064655,0.03
C1362,C2,Watr,Themselves kitchen financial plan modern sure image nothing art off.,Critcal,27-11-2025 22:47,80,Road Dept,2,Yes,19.081863,73.059017,0.9
C1363,A2,Stret Light,Perform heavy try become wait wish Democrat difference its parent throughout bring.,Med,10-11-2025 01:47,74,Clean Dept,3,Yes,19.244305,73.069065,0.2
C1364,D1,Garbge,Ever another window possible TV speech forget me majority training seven film town.,Hi,05-01-2025 16:50,88,Elect Dept,3,Yes,19.204879,73.026742,0.86
C1365,A2,Garbge,Expect than huge mother in success cold American parent dinner since put.,Hi,05-12-2025 17:53,83,,1,Yes,19.201299,72.994326,0.06
C1366,A1,Watr,Father poor law easy half worry six cold name thus throughout baby billion news.,Hi,25-07-2025 04:21,88,SmartWifiDept,3,No,19.139602,72.908229,0.69
C1367,A2,Watr,Doctor from yeah level rich cold follow movie offer minute center course thought.,Hi,15-06-2025 03:05,95,Watr Dept,4,No,19.207518,72.94735,0.98
C1368,A2,Trafic,Yes bring west try issue floor from shake.,,17-11-2025 03:28,101,Clean Dept,5,Yes,19.193192,72.890138,0.68
C1369,B2,Watr,Pm strong whatever fact consumer stage really check far nearly list than teach attention.,Hi,18-01-2025 02:13,35,Elect Dept,2,Yes,19.106558,73.092961,0.36
C1370,C2,Garbge,Difference half base raise wish up although energy stand need despite.,Lo,16-05-2025 16:16,94,SmartWifiDept,3,No,19.192771,72.806684,0.59
C1371,B2,Trafic,Amount draw if reality tell easy meet yeah shake thousand give cut expect they sing.,Critcal,25-09-2025 22:34,68,SmartWifiDept,2,Yes,19.002407,72.958632,0.71
C1372,D2,Garbge,Visit born special state officer statement Mrs cup yard record marriage window run nice seem shoulder.,Med,02-06-2025 23:01,39,SmartWifiDept,2,Yes,19.114769,72.883961,0.8
C1373,C1,WiFiIssu,Until have sign do bring future individual ability significant physical however opportunity continue officer executive.,Critcal,30-08-2025 09:11,79,Road Dept,3,Yes,19.265927,73.067385,0.87
C1374,B1,Watr,Rich speech adult media nearly old society forget type.,,31-07-2025 18:14,61,SmartWifiDept,3,No,19.084509,72.927597,0.41
C1375,C1,Watr,Red follow it miss mention administration effect require including gas next pull course wide.,Critcal,14-04-2025 07:48,115,Clean Dept,2,Yes,19.254923,72.864372,0.32
C1376,B1,Trafic,Early reveal city rise own good exist deep action act cultural why bill character.,Critcal,21-09-2025 04:26,84,Watr Dept,2,No,19.231309,72.804367,0.71
C1377,A1,Stret Light,Including why energy respond open instead to class ago.,Lo,15-09-2025 10:58,29,SmartWifiDept,3,No,19.216312,72.956402,0.26
C1378,D2,Trafic,Western career manager big tell political because apply catch oil individual so change result food lawyer.,Lo,06-01-2025 04:46,61,Watr Dept,1,Yes,19.244985,73.086055,0.73
C1379,C1,Pollutn,Style white idea ground success world listen mention court those.,Hi,22-11-2025 04:30,,Road Dept,4,Yes,19.243216,73.079216,0.84
C1380,D2,Garbge,Green win power possible well treat strategy cover hear.,Lo,01-10-2025 01:36,24,Clean Dept,1,No,19.154317,73.064249,0.69
C1381,B1,Garbge,Drug million prepare buy national experience under.,Lo,14-10-2025 21:48,97,Watr Dept,5,Yes,19.023407,73.014851,0.99
C1382,C2,Garbge,Off radio behind ahead information side population trial.,,26-03-2025 01:20,29,Elect Dept,4,No,19.187199,72.946577,0.47
C1383,C1,WiFiIssu,Beyond always area partner key staff billion maintain half ahead.,Med,21-05-2025 22:42,2,Watr Dept,5,Yes,19.200479,73.010316,0.05
C1384,C1,Pollutn,Sister population drug seem away machine my central record the space anyone might agreement.,Lo,01-12-2025 10:53,68,,5,Yes,19.062995,73.073463,0.43
C1385,D1,Watr,Green off consumer benefit poor enjoy ground life apply list fly little.,Med,18-08-2025 10:54,101,Clean Dept,4,No,19.265961,72.895579,0.93
C1386,B1,Stret Light,Necessary need then music growth choice game local third away who compare operation name laugh.,Hi,09-01-2025 13:30,93,Elect Dept,1,Yes,19.03114,72.894099,0.89
C1387,A1,Pothl,Everything perform yard yet western discussion guy skin drop drug can.,Critcal,10-02-2025 21:37,114,Clean Dept,4,Yes,19.032706,72.936314,0.87
C1388,B2,Watr,Fact news reach so cost trouble range official hope.,,06-09-2025 18:28,,SmartWifiDept,3,No,19.294161,72.833699,0.26
C1389,A1,Garbge,Clearly of language set different sport couple main send teach task heavy.,Critcal,10-10-2025 05:04,84,Road Dept,3,No,19.001333,73.074708,0.13
C1390,B1,Trafic,Good degree building hour identify agency five water half.,,31-05-2025 00:54,71,Watr Dept,2,Yes,19.058314,72.874542,0.22
C1391,B2,Watr,World now task art sort far laugh charge several.,Med,16-01-2025 14:52,999,SmartWifiDept,5,Yes,19.015551,72.958462,0.41
C1392,D2,Pothl,Little budget edge prepare sure member identify attack.,Med,10-05-2025 19:52,82,Road Dept,5,No,19.079494,72.816017,0.73
C1393,B1,Pothl,Station window board bill scientist between especially security management.,Critcal,05-07-2025 11:44,,Road Dept,,Yes,19.14203,72.821383,0.75
C1394,A2,Stret Light,Condition practice agreement avoid chance economy how politics develop what girl surface.,Lo,16-03-2025 16:04,31,Road Dept,,Yes,19.196396,72.908804,0.85
C1395,C2,Garbge,Cell customer bag plan necessary body maintain almost keep along.,Critcal,18-02-2025 08:33,,SmartWifiDept,4,Yes,19.265009,72.889133,0.6
C1396,C1,Trafic,Soldier join follow subject down again wish can degree knowledge issue north of.,,20-11-2025 16:44,,Clean Dept,4,No,19.22472,73.088031,0.23
C1397,D2,Pothl,Themselves once idea seven prevent late imagine exactly security.,Lo,24-02-2025 00:29,18,,3,Yes,19.155587,72.91879,0.63
C1398,A2,Pothl,Area ten voice total listen series herself test itself tend yard may all service how administration.,Lo,09-05-2025 13:52,47,Elect Dept,4,No,19.041539,72.914479,0.37
C1399,C2,Watr,True man thus industry data drop little movement college.,Hi,04-03-2025 15:56,10,Road Dept,2,No,19.061488,73.098556,0.28
C1400,B2,Stret Light,Young hair where wife result walk arm lot.,Med,24-06-2025 03:35,87,Clean Dept,2,No,19.072335,72.935614,0.24
C1401,B1,Garbge,Us experience herself assume not party interesting those many window smile development risk modern matter.,Critcal,26-11-2025 08:52,51,,3,No,19.144573,72.97777,0.42
C1402,C1,Garbge,Contain cost mother standard realize doctor my fight finish.,Lo,04-11-2025 08:26,41,Road Dept,2,Yes,19.183206,72.962214,0.51
C1403,B2,Garbge,Film how star several could although source feel get itself skin him glass international box.,Lo,25-08-2025 07:40,96,Elect Dept,4,No,19.166014,73.066666,0.86
C1404,A1,Pothl,Child avoid response main idea house among several open share.,Lo,19-01-2025 08:01,70,Elect Dept,3,Yes,19.21185,73.098703,0.54
C1405,C2,Stret Light,Rise son whole show condition newspaper focus off large everyone land fund charge as tough.,Hi,22-06-2025 02:47,105,Elect Dept,2,No,19.152166,73.030173,0.79
C1406,D2,Pollutn,Others about next vote follow religious house view process tough window budget run best.,Med,12-10-2025 22:22,,Road Dept,2,Yes,19.042754,72.9526,0.57
C1407,D1,Watr,Feeling this success former cultural five option size six speak impact use business.,Critcal,06-12-2025 23:47,62,Elect Dept,3,Yes,19.155363,72.846909,0.69
C1408,D1,Watr,Will offer south perform ball serve wall with.,Lo,23-05-2025 18:56,81,Elect Dept,2,No,19.030064,72.962314,0.42
C1409,C2,WiFiIssu,Laugh spring price trade us nor service skill support kitchen hair over fall.,Hi,01-01-2025 23:06,36,Road Dept,4,Yes,19.121836,72.941409,0.05
C1410,D2,Stret Light,Worry consumer article open key own model process let church market.,Med,14-02-2025 21:06,36,Road Dept,3,No,19.052273,73.091476,0.72
C1411,D1,Watr,Factor threat either do control change everybody try positive building movie.,,29-10-2025 06:45,81,,2,No,19.022045,73.074022,0.54
C1412,B2,Pothl,Care stop policy whatever yes yes evidence reason song military doctor discuss whole fact.,Lo,28-04-2025 00:49,38,,5,No,19.180371,72.834564,0.42
C1413,D1,WiFiIssu,Year born change history bag chair compare indicate end.,,30-10-2025 00:08,72,SmartWifiDept,,Yes,19.162258,73.073714,0.13
C1414,A2,Stret Light,Face to know over always spring avoid begin society.,Med,30-08-2025 03:34,120,Road Dept,,Yes,19.013995,72.846406,0.98
C1415,C1,Pollutn,Card have growth nice pressure throw reality while our news.,Lo,25-08-2025 12:35,82,Elect Dept,5,No,19.14972,72.981294,0.14
C1416,C2,Trafic,Model former sister her say while far recognize nearly executive indicate right contain hour.,Med,29-01-2025 11:08,33,SmartWifiDept,2,Yes,19.134949,72.936353,0.39
C1417,C2,Watr,Performance security also machine also person nor these field hold common whatever.,Med,24-11-2025 10:57,9,Watr Dept,4,Yes,19.016496,73.08612,0.7
C1418,D2,Stret Light,Identify relate skill style amount officer those add ability strong figure.,Hi,26-05-2025 01:09,93,Elect Dept,4,Yes,19.257192,72.98334,0.57
C1419,C2,Trafic,Eat brother fast bar spring without north less party city base.,Hi,05-04-2025 00:50,,Road Dept,1,No,19.022603,73.000752,0.39
C1420,B1,Watr,Industry leave fire people bag sister number.,Critcal,07-11-2025 07:32,39,Watr Dept,3,No,19.118545,72.876638,0.75
C1421,B2,Watr,Should discover training bed traditional hold method new we.,,02-11-2025 16:52,71,Watr Dept,1,No,19.210397,72.956334,0.3
C1422,C1,Stret Light,Large test kitchen majority father popular loss standard agency wonder people agent follow them.,,06-05-2025 12:15,51,Clean Dept,1,No,19.121006,72.836963,0.6
C1423,B1,Garbge,Page tax sport wonder detail project recognize business address whose.,Hi,29-11-2025 08:48,107,,4,No,19.054844,72.908073,0.69
C1424,B1,Pollutn,Keep choose under face radio whole candidate fast often player defense professional star music.,Med,01-08-2025 11:31,115,SmartWifiDept,5,Yes,19.288033,72.958212,0.68
C1425,C1,Watr,Reality this more could century difficult expert lose land defense provide million lot third.,Hi,17-06-2025 09:55,15,SmartWifiDept,2,No,19.21798,72.966469,0.82
C1426,D2,Pollutn,Wife source off amount we war first may move look through cell over interesting let.,Med,05-05-2025 08:38,38,Road Dept,4,Yes,19.212312,72.978953,0.93
C1427,D2,Trafic,Million security just son upon technology key section follow interview.,Lo,25-09-2025 20:06,33,Elect Dept,3,No,19.039581,72.863357,0.73
C1428,C1,Pothl,In but sound myself modern mission baby.,Critcal,14-09-2025 14:29,40,Watr Dept,1,No,19.134176,72.931233,0.46
C1429,B1,Trafic,Sister Mrs staff concern fall fear determine such it already grow skin technology the such something.,,04-07-2025 19:46,44,Elect Dept,3,Yes,19.124232,73.055718,0.87
C1430,D1,Pothl,Race standard person capital become hope business east ready current lawyer south.,Hi,05-09-2025 21:25,18,SmartWifiDept,,Yes,19.225652,72.864332,0.19
C1431,A1,Trafic,Claim serve job close eat somebody second thank local look.,Lo,04-12-2025 00:11,83,Watr Dept,,No,19.068028,73.009369,0.12
C1432,A1,Stret Light,Gun cause bring year trip candidate radio production sit get your final treatment.,Hi,27-08-2025 20:27,99,,3,No,19.068549,73.019364,0.92
C1433,D2,WiFiIssu,Grow note Republican computer quality miss education.,Hi,28-11-2025 10:45,47,Elect Dept,5,No,19.211843,73.018694,0.34
C1434,C2,WiFiIssu,Artist fly reality sense by run break know stop doctor risk billion.,Med,30-06-2025 11:58,86,Watr Dept,10,Yes,19.054803,73.054217,0.14
C1435,C1,Trafic,Brother sister cultural guess suddenly strong herself long report party whether tree fast.,Lo,03-02-2025 14:46,40,Elect Dept,1,No,19.120247,72.876052,0.4
C1436,A2,Pothl,Call inside build my example technology with.,Hi,28-08-2025 23:48,45,Road Dept,1,No,19.178754,72.843361,0.45
C1437,C2,Watr,Outside country bring investment environmental successful sense song together similar wear do study.,Lo,31-05-2025 18:12,23,Clean Dept,1,Yes,19.258485,72.998083,0.41
C1438,D2,Pollutn,Somebody nearly their anyone natural what blue question generation box each others.,Hi,29-11-2025 12:27,44,Road Dept,3,Yes,19.209641,72.929213,0.51
C1439,B2,Pollutn,Probably safe blue several grow color report tonight if chance administration later politics six city serious.,Med,30-05-2025 03:12,29,Clean Dept,5,No,19.072759,72.872672,0.86
C1440,B1,Pothl,First stage customer technology law step down whatever risk hope concern very.,Hi,24-04-2025 17:13,100,Road Dept,1,Yes,19.038638,72.994378,0.66
C1441,B1,Trafic,Meet teach question later customer significant this full nation southern.,Critcal,18-10-2025 10:59,6,Elect Dept,1,Yes,19.169692,72.91303,0.62
C1442,B1,Trafic,Two size chair employee collection reduce performance in.,,05-11-2025 06:41,117,Watr Dept,1,No,19.207858,73.011932,0.45
C1443,D2,Watr,Dream with respond the marriage memory then the only to.,Hi,07-09-2025 01:51,30,Elect Dept,3,Yes,19.02831,72.983303,0.33
C1444,B1,Pothl,Explain phone teach course course everyone matter in their relationship.,Critcal,11-03-2025 09:41,94,Road Dept,2,No,19.080379,73.027973,0.85
C1445,B2,Stret Light,Operation federal summer pass hope member two through way state middle hand.,Lo,19-02-2025 08:20,83,,1,No,19.252075,73.095963,0.18
C1446,C1,Pothl,Surface visit trip despite home evidence fear final country but.,Hi,21-02-2025 19:55,80,SmartWifiDept,1,Yes,19.155199,72.901885,0.51
C1447,D1,WiFiIssu,Program learn foreign rule carry wife house tree pay visit car option allow if.,Hi,24-10-2025 08:36,74,Clean Dept,3,Yes,19.143342,72.847085,0.04
C1448,D2,Pothl,Economic national game black politics factor without chance week should run improve simple current.,Hi,12-06-2025 23:50,42,Clean Dept,3,Yes,19.020287,72.88077,0.83
C1449,A1,Watr,Popular product necessary likely win sense his shake after rather available bit world question bank.,Med,15-10-2025 05:46,11,Watr Dept,3,No,19.096199,72.930974,0.21
C1450,A1,Watr,Fear glass conference help right moment check baby group practice Republican building.,Hi,25-05-2025 17:11,,Elect Dept,10,Yes,19.238512,72.809584,0.38
C1451,D1,Stret Light,Financial suffer after street thought town possible whose charge between represent.,Critcal,23-06-2025 03:09,33,Road Dept,,No,19.200988,72.824764,0.72
C1452,D2,Garbge,Law sound by poor fly city most sometimes threat good their recognize seat.,Hi,26-10-2025 08:06,80,Watr Dept,1,No,19.116003,72.941664,0.74
C1453,D1,Pothl,Economy result bank war fight floor low look time when may true sit cut there collection.,Med,01-07-2025 19:33,61,,2,No,19.289119,72.987681,0.85
C1454,B2,Trafic,Story book and show hope west them kid book other anything each.,Med,06-04-2025 08:00,99,Clean Dept,5,Yes,19.152532,72.90508,0.24
C1455,B2,Watr,Serious available wonder argue of type true little bit.,Med,04-10-2025 08:36,,Road Dept,5,Yes,19.231755,72.933367,0.2
C1456,A2,Trafic,Know mission way hit across exist thought again money song require lay.,Med,14-09-2025 23:23,1,Elect Dept,4,Yes,19.082093,72.987517,0.91
C1457,D1,Pothl,We national task air rich religious write sometimes add never authority.,Med,15-09-2025 14:28,88,Elect Dept,,Yes,19.151118,72.853891,0.49
C1458,C2,Garbge,Outside ten institution west play charge animal child discussion help reflect model.,,02-06-2025 06:20,2,Elect Dept,3,Yes,19.068605,73.04857,0.61
C1459,B1,Pothl,True which continue win expect along society campaign hospital song when position need attention board.,Critcal,15-11-2025 06:40,21,Clean Dept,3,No,19.280737,72.816088,0.2
C1460,B1,Stret Light,Adult debate someone piece case compare reach watch reality nor least while art.,,22-03-2025 06:39,,Elect Dept,5,No,19.283951,72.855115,0.81
C1461,A2,Pothl,Paper next subject professional newspaper case television resource single I night politics.,Med,17-02-2025 03:46,,SmartWifiDept,1,Yes,19.176568,73.048973,0.28
C1462,C2,WiFiIssu,Thank production move these blue hear sea physical.,Med,13-10-2025 11:35,,Elect Dept,1,No,19.214778,72.866368,0.67
C1463,C1,Garbge,Certain medical people rather test son maintain may worry should back prevent responsibility need cover.,Hi,10-09-2025 08:35,64,Elect Dept,3,Yes,19.210285,72.826097,0.61
C1464,D1,Pollutn,New fall enter group never main since win two today data check pass change drop tree.,Lo,16-07-2025 04:23,55,Elect Dept,3,Yes,19.060445,72.971486,0.91
C1465,A1,Garbge,Full simply federal fact good soldier old only little compare smile worker recently everybody standard PM.,Med,06-08-2025 08:44,55,,1,No,19.17745,72.831897,0.66
C1466,B2,WiFiIssu,Nor fight never drive fund for performance.,Critcal,28-03-2025 00:08,102,Watr Dept,5,No,19.032039,72.860825,0.2
C1467,C2,Garbge,Fill section provide themselves scene line and test beyond senior key visit.,Critcal,13-09-2025 13:45,56,Elect Dept,3,No,19.228063,72.94288,0.06
C1468,C2,Watr,News job lose his agent break word dog what.,Critcal,11-11-2025 18:51,53,Watr Dept,3,No,19.11314,72.818876,0.79
C1469,A1,Garbge,Determine hotel someone letter everyone everybody price reveal see money day raise pull total.,Lo,30-05-2025 19:00,68,Road Dept,3,No,19.22148,72.822519,0.58
C1470,B1,Trafic,Place enough cut force defense generation every country conference.,Lo,09-07-2025 03:38,,Road Dept,3,No,19.028643,72.865326,0.76
C1471,A1,Watr,Yet assume painting reach bring more loss same.,Lo,02-05-2025 14:07,114,Elect Dept,5,Yes,19.166351,72.953928,0.74
C1472,C2,Pothl,Indicate type sing arm my push security feel either among majority few notice trip agent.,Med,14-09-2025 00:48,85,Clean Dept,4,Yes,19.134153,73.001727,0.16
C1473,B1,Garbge,Point dinner field by affect continue enter record artist body organization into dinner coach.,Med,03-09-2025 15:45,20,Clean Dept,5,Yes,19.174494,72.960291,0.34
C1474,A2,Pothl,Else performance hear Republican most anyone prove simple own.,Critcal,25-11-2025 03:39,111,Watr Dept,3,No,19.156073,72.970597,0.47
C1475,D1,Watr,Task form despite think southern fact prove rich exactly prove fight agent her Mr fly address.,Lo,28-10-2025 15:23,107,,1,No,19.073513,73.083686,0.79
C1476,A2,Stret Light,Government million argue matter explain onto realize method chance leader.,Med,25-06-2025 13:00,76,Clean Dept,5,No,19.133407,72.973531,0.45
C1477,B2,Trafic,Personal mission guess former make perform figure common necessary.,Med,08-09-2025 21:48,40,Elect Dept,5,Yes,19.171335,72.996601,0.48
C1478,D2,WiFiIssu,Agree evening beat present business second mean per action cost opportunity walk prevent.,Lo,23-02-2025 14:04,39,Road Dept,,No,19.264387,72.933912,0.47
C1479,D2,Trafic,State indicate country image describe lawyer arrive tonight election top.,Hi,17-04-2025 06:53,105,Watr Dept,,Yes,19.066616,72.813397,0.86
C1480,B1,Trafic,Staff point several voice fish risk body.,Critcal,11-08-2025 05:14,87,Elect Dept,1,Yes,19.095435,72.988271,0.9
C1481,B2,Trafic,Player she fact in behavior usually everybody significant executive understand claim.,Critcal,10-09-2025 00:52,,Elect Dept,5,Yes,19.112216,72.903129,0.05
C1482,A1,Pollutn,Course what soldier five save anyone red argue tonight usually ago opportunity.,Hi,13-01-2025 21:26,6,Elect Dept,1,Yes,19.29958,73.065359,0.32
C1483,C2,Pollutn,Parent receive good drug popular opportunity forget my check grow move itself.,Med,08-11-2025 22:20,43,Watr Dept,4,Yes,19.160583,72.810498,0.88
C1484,C1,Garbge,Nothing Republican account style purpose entire find discussion no form usually I community mouth above you.,Hi,02-01-2025 05:00,3,Watr Dept,5,Yes,19.248701,73.067804,0.16
C1485,D2,Stret Light,Different realize thought general meet scientist out blood.,Lo,07-04-2025 02:45,,Road Dept,5,Yes,19.005146,72.94983,0.99
C1486,D1,Stret Light,Business pass care girl population central rest nice final computer woman body clearly meeting voice.,Lo,13-09-2025 10:55,109,Clean Dept,2,Yes,19.271606,72.992322,0.44
C1487,C1,Pollutn,Such huge throw drive week last move treat there but hold development team.,Med,10-03-2025 22:41,83,Watr Dept,4,No,19.118336,73.017421,0.82
C1488,C2,Trafic,Guy actually despite skin draw inside his.,Hi,26-04-2025 22:36,74,Watr Dept,4,Yes,19.110162,73.07262,0.7
C1489,C2,Pothl,Degree suggest agree laugh girl score threat together.,Critcal,17-02-2025 12:05,115,Elect Dept,4,No,19.128707,73.053441,0.24
C1490,A2,Garbge,Tax Mr truth majority huge field property bring culture expert maybe girl sea series.,Lo,01-09-2025 12:06,,Elect Dept,4,Yes,19.139266,73.077399,0.55
C1491,C2,Pothl,Wait identify describe rule bit movie share term care rate team.,Lo,04-08-2025 08:21,60,Watr Dept,2,No,19.086061,73.041343,0.65
C1492,D2,Stret Light,Compare manager account her impact already different along how often worry think because federal need.,Hi,10-05-2025 11:32,50,SmartWifiDept,10,Yes,19.115122,73.05247,0.09
C1493,D1,Trafic,Black father rest sense adult happy mother million list air bar.,Critcal,06-12-2025 11:56,,Road Dept,,Yes,19.02909,72.950724,0.2
C1494,A1,Garbge,Also thing law chance successful visit away determine.,Critcal,16-01-2025 11:17,28,SmartWifiDept,5,No,19.043765,72.878055,0.17
C1495,C2,Trafic,Radio we race explain eight large clear change home whatever force man.,,05-09-2025 02:17,46,,5,No,19.103795,72.92917,0.94
C1496,B2,Stret Light,Food involve again against up choice Democrat in.,Critcal,01-09-2025 19:36,20,,4,No,19.106412,73.032405,0.65
C1497,C2,Trafic,Opportunity me low price action TV point student art above west officer despite interest.,Lo,10-06-2025 13:04,87,Road Dept,1,No,19.106683,72.879267,0.69
C1498,C2,Stret Light,Minute newspaper operation option Congress someone soldier value rather few firm.,,24-04-2025 21:46,111,Watr Dept,5,No,19.192684,72.831254,0.54
C1499,A1,Trafic,Yeah budget myself firm allow process save treat story some more.,Med,15-05-2025 00:51,97,Road Dept,3,No,19.149071,73.017132,0.44
C1500,A1,WiFiIssu,Chair information Congress ok wait let these.,Critcal,03-01-2025 07:19,117,Watr Dept,3,No,19.060626,72.962317,0.33
C1501,A1,Pothl,Step owner school after gun even administration ball unit professor government.,Med,19-06-2025 09:07,102,Clean Dept,3,Yes,19.284678,73.024376,0.98
C1502,B2,Pothl,Business physical camera break yes stay prepare central season daughter though order.,Med,13-01-2025 18:43,23,Watr Dept,,Yes,19.258759,72.878427,0.2
C1503,A1,Stret Light,Reduce forget reveal own my body read scientist during we truth than population team training.,Critcal,17-02-2025 00:48,72,Elect Dept,1,Yes,19.165708,73.084163,0.61
C1504,B1,Pothl,Sometimes ability cultural person treatment and kitchen theory deal tonight generation late simply.,Critcal,04-11-2025 05:30,44,SmartWifiDept,10,No,19.008701,73.078048,0.58
C1505,D1,WiFiIssu,Staff send beyond factor base information tend center film.,Hi,06-05-2025 10:44,70,SmartWifiDept,3,Yes,19.150913,73.026814,0.98
C1506,C2,Stret Light,Meeting voice run face loss purpose probably child beat human common evening.,Med,23-09-2025 05:56,44,Watr Dept,,No,19.113687,72.966615,0.36
C1507,B2,Stret Light,Opportunity other happy situation chance reach spring.,Hi,02-05-2025 12:09,,Watr Dept,4,No,19.0505,73.086533,0.43
C1508,C2,Trafic,Although evening figure left speak state this computer book player sometimes parent room brother very.,Hi,27-07-2025 15:56,,Road Dept,5,Yes,19.220678,72.990163,0.41
C1509,A1,Garbge,Writer believe fish meet order year agree yard majority east.,,12-10-2025 01:45,114,Elect Dept,,No,19.299635,72.828483,0.93
C1510,A1,WiFiIssu,Language never move see meet reveal decision improve live real throughout.,Hi,28-07-2025 09:36,,,2,Yes,19.022486,73.056969,0.14
C1511,C2,Stret Light,Shake often still economy face visit analysis fact truth behind baby similar.,,29-11-2025 21:14,102,SmartWifiDept,1,No,19.017132,72.993635,0.13
C1512,D2,WiFiIssu,The front might white control whose wrong hand much commercial least animal term.,Lo,28-09-2025 21:04,115,,1,Yes,19.153428,73.08369,0.41
C1513,D2,Garbge,That blood within stop reduce member politics.,Lo,18-03-2025 20:59,80,Watr Dept,1,No,19.10573,72.823473,0.95
C1514,A2,Trafic,During step treat face candidate me surface occur half production rather few.,Critcal,30-05-2025 07:40,33,SmartWifiDept,2,Yes,19.091609,73.085222,0.53
C1515,B2,Stret Light,Place already only kid past thank Democrat world again involve detail talk.,Hi,16-02-2025 02:28,32,SmartWifiDept,10,Yes,19.234317,73.0304,0.01
C1516,B2,Stret Light,Still teacher response she there together cup we safe recent make something animal land.,Critcal,23-01-2025 02:02,,,4,No,19.154036,73.09661,0.2
C1517,C1,Stret Light,Window trouble network beautiful second place after detail often idea industry relate authority no magazine.,Hi,24-08-2025 19:08,59,,4,No,19.22935,72.83049,0.19
C1518,B1,Stret Light,Change cup modern tough series stage more pull bad visit later decision product lawyer.,Hi,15-11-2025 19:31,86,SmartWifiDept,2,No,19.055605,72.965435,0.76
C1519,C2,Garbge,Win measure people occur need reality opportunity however address successful these.,Hi,04-10-2025 03:16,67,Elect Dept,,No,19.057147,73.076312,0.17
C1520,A2,Pothl,Along door in realize sit network nor nature second among party remain game reason like.,Med,15-06-2025 11:25,118,Watr Dept,2,Yes,19.232828,73.053336,0.22
C1521,A2,Garbge,Population training upon benefit real water record use get medical sport ability order whose test place.,,11-05-2025 18:24,90,Watr Dept,1,No,19.216331,72.883139,0.26
C1522,A2,Pothl,Attorney central degree himself all let almost image bag.,,09-03-2025 15:05,26,SmartWifiDept,5,Yes,19.084077,72.842857,0.86
C1523,A1,Watr,Throughout heart place maintain bad happy do record.,Critcal,31-01-2025 03:20,115,Clean Dept,2,Yes,19.254152,73.083442,0.8
C1524,A1,Trafic,Spring tell serious rate simple debate home simple quite.,Lo,23-03-2025 10:06,49,,4,No,19.188164,72.83251,0.02
C1525,B1,WiFiIssu,Town marriage wife past short never heart.,Med,06-11-2025 09:14,73,Road Dept,4,No,19.040667,72.821438,0.14
C1526,B2,Pollutn,Think nature career memory physical edge long direction bad check heavy recognize whether.,Hi,01-02-2025 07:32,113,SmartWifiDept,10,Yes,19.198997,72.877737,0.74
C1527,D2,Pothl,Available forward argue economic more writer article.,Med,23-09-2025 11:05,98,Road Dept,1,Yes,19.131027,72.997054,0.47
C1528,A1,Stret Light,Technology close full group as effect direction quality thank short million these two task vote nice.,Hi,25-06-2025 02:12,18,Clean Dept,3,Yes,19.222984,72.909257,0.57
C1529,A2,Pollutn,Five song case week nice quite spring this entire by page all.,Lo,15-05-2025 09:39,116,SmartWifiDept,1,Yes,19.070637,73.037822,0.27
C1530,D1,WiFiIssu,Gun successful determine federal have card paper.,Hi,03-06-2025 10:24,48,Elect Dept,4,Yes,19.006361,72.942167,0.23
C1531,C1,Garbge,Finally back sometimes drug maintain we line cause would probably usually.,Hi,05-01-2025 13:13,60,Road Dept,4,Yes,19.15401,73.083354,0.75
C1532,B1,WiFiIssu,Pattern cold realize approach during fear less no southern thought majority whose relationship wonder newspaper million.,Critcal,17-06-2025 16:03,2,Elect Dept,4,Yes,19.175399,72.900161,0.47
C1533,D1,Stret Light,Among several long pressure garden side so security would country one contain the until allow.,Hi,13-05-2025 08:22,,Clean Dept,1,Yes,19.214461,73.062317,0.51
C1534,A2,Pollutn,Light school many guess understand course wonder rate standard single purpose.,,25-09-2025 13:45,109,Watr Dept,4,Yes,19.288034,73.07689,0.04
C1535,B1,Watr,Plant me opportunity west small information around hard father girl evening environment.,Hi,12-10-2025 05:02,88,Road Dept,5,No,19.007553,73.033473,0.72
C1536,A2,Pothl,Us health authority individual treat player build raise manager give.,Hi,20-06-2025 06:08,,Watr Dept,4,No,19.290063,73.059043,0.88
C1537,D1,Pothl,Vote above although like young sea hundred.,Lo,08-05-2025 21:50,46,Elect Dept,5,No,19.168243,72.958935,0.65
C1538,B2,Watr,Poor some certainly two attention time while simple.,Med,21-10-2025 05:36,51,Elect Dept,4,Yes,19.084857,73.004562,0.57
C1539,B2,Watr,Store coach site more pretty worry face stand organization right civil vote blood contain why voice.,,23-05-2025 17:43,,Elect Dept,3,Yes,19.140961,72.855839,0.03
